País,WMO,ICAO,Estação,Latitude,Longitude,Altitude
BZ,82605,-,ALTO LONGA,-5.2,-42.25,150
BZ,82610,SBER,EIRUNEPE,-6.67,-69.87,104
BZ,82640,SBEK,JACAREACANGA,-6.23,-57.78,98
BZ,82659,-,ARAGUAINA,-7.2,-48.2,228
BZ,82668,-,SAO FELIX DO XINGU,-6.63,-51.98,150
BZ,82669,-,SAO FELIX DO PIAUI,-5.95,-42.12,184
BZ,82676,-,COLINAS,-6.03,-44.23,180
BZ,82678,SBFO,FLORIANO,-6.77,-43.02,127
BZ,82683,-,TAUA,-6,-40.42,340
BZ,82684,-,MORRO DOS CAVALOS,-7.85,-41.9,242
BZ,82686,-,IGUATU,-6.37,-39.3,217
BZ,82689,-,SAO GONCALO,-6.75,-38.22,217
BZ,82690,-,SERIDO (CAICO),-6.47,-37.08,170
BZ,82691,-,FLORIANA,-6.12,-36.82,324
BZ,82693,-,CRUZETA,-6.43,-36.58,226
BZ,82695,-,CAMARATUBA,-6.55,-35.13,136
BZ,82696,-,AREIA,-6.97,-35.68,575
BZ,82697,-,GUARABIRA,-6.85,-35.48,101
BZ,82704,-,CRUZEIRO DO SUL,-7.62,-72.77,170
BZ,82705,SBCZ,CRUZEIRO DO SUL (AEROPORTO,-7.62,-72.77,199
BZ,82723,SBLB,LABREA,-7.25,-64.83,60
BZ,82727,-,HUMAITA,-7.52,-63,50
BZ,82741,-,ALTO TAPAJOS,-7.35,-57.52,140
BZ,82753,-,OURICURI,-7.9,-40.05,459
BZ,82760,-,OEIRAS,-7.05,-42.07,251
BZ,82764,SBCI,CAROLINA (AEROPORTO),-7.32,-47.47,183
BZ,82765,-,CAROLINA,-7.33,-47.47,193
BZ,82768,-,BALSAS,-7.53,-46.03,259
BZ,82771,-,URUCUI,-7.23,-44.55,187
BZ,82777,-,CAMPOS SALES,-7,-40.38,583
BZ,82779,-,UMBUZEIRO,-7.7,-35.7,499
BZ,82780,-,PICOS,-7.07,-41.48,208
BZ,82781,-,N DA MATA,-7.73,-35.25,87
BZ,82784,-,BARBALHA,-7.32,-39.3,409
BZ,82789,-,TRIUNFO-PB,-7.85,-38.13,1.020
BZ,82791,-,PATOS,-7.02,-37.27,249
BZ,82792,-,MONTEIRO,-7.88,-37.07,599
BZ,82795,SBKG,CAMPINA GRANDE,-7.27,-35.87,548
BZ,82796,-,CAMPINA GRANDE (AEROPORTO),-7.27,-35.88,500
BZ,82797,-,SURUBIM,-7.83,-35.72,418
BZ,82798,SBJP,JOAO PESSOA,-7.15,-34.95,7
BZ,82800,-,JOAO PESSOA (AEROPORTO),-7.12,-34.95,65
BZ,82807,-,TARAUACA,-8.17,-70.77,190
BZ,82808,SBTK,TARAUACA (AEROPORTO),-8.17,-70.77,188
BZ,82816,SBBA,BOCADOACRE,-8.72,-67.32,112
BZ,82824,SBPV,PORTO VELHO (AEROPORTO),-8.72,-63.9,102
BZ,82825,-,PORTO VELHO,-8.77,-63.92,95
BZ,82861,SBAA,CONCEICAO DO ARAGUAIA,-8.35,-49.3,157
BZ,82862,-,CONCEICAO DO ARAGUAIA (AERO),-8.33,-49.3,194
BZ,82863,-,PEDRO AFONSO,-8.97,-48.18,187
BZ,82870,-,VALE DO GURGUEIA,-8.42,-43.72,265
BZ,82879,-,SAO JOAO DO PIAUI,-8.35,-42.25,235
BZ,82882,-,PAULISTANA,-8.13,-41.13,375
BZ,82886,-,CABROBO,-8.52,-39.33,341
BZ,82890,-,ARCOVERDE,-8.42,-37.08,681
BZ,82892,-,PESQUEIRA,-8.4,-36.77,639
BZ,82893,-,GARANHUNS,-8.88,-36.52,822
BZ,82894,-,PAULO AFONSO (AEROPORTO),-9.4,-38.25,269
BZ,82895,-,CARUARU,-8.28,-35.97,529
BZ,82899,SBRF,RECIFE (AEROPORTO),-8.13,-34.92,19
BZ,82900,SBWF,RECIFE,-8.05,-34.92,7
BZ,82913,-,SENA MADUREIRA,-9.07,-68.67,135
BZ,82915,-,RIO BRANCO,-9.97,-67.8,160
BZ,82917,SBRB,RIO BRANCO (AEROPORTO),10,-67.78,143
BZ,82927,-,COTRIGUACU,-9.55,-58.41,250
BZ,82930,SBCC,CACHIMBO (AEROPORTO),-9.35,-54.88,537
BZ,82965,SBAT,ALTA FLORESTA (AEROPORTO),-9.87,-56.1,288
BZ,82970,-,ALTO PARNAIBA,-9.1,-45.93,285
BZ,82975,-,BOM JESUS DO PIAUI,-9.1,-44.12,331
BZ,82976,-,CARACOL,-9.28,-43.33,523
BZ,82979,-,REMANSO,-9.63,-42.1,401
BZ,82983,-,PETROLINA,-9.38,-40.48,370
BZ,82984,SBPL,PETROLINA (AEROPORTO),-9.37,-40.57,375
BZ,82986,SBUF,PAULO AFONSO,-9.4,-38.25,253
BZ,82987,-,PETROLANDIA,-9.07,-38.32,286
BZ,82988,-,MATA GRANDE,-9.12,-37.73,635
BZ,82989,-,AGUA BRANCA,-9.28,-37.9,605
BZ,82990,-,PAO DE ACUCAR,-9.75,-37.43,19
BZ,82991,-,MAJOR ISIDORO,-9.55,-37.02,200
BZ,82992,-,PALMEIRA DOS INDIOS,-9.45,-36.7,275
BZ,82993,SBMO,MACEIO (AEROPORTO),-9.52,-35.77,117
BZ,82994,SBXM,MACEIO,-9.67,-35.7,65
BZ,82995,-,ARAPIRACA,-9.77,-36.63,270
BZ,82996,-,PORTO DE PEDRAS,-9.18,-35.43,50
BZ,82997,-,L DE ANADIA,-9.63,-36.33,135
BZ,83002,-,PENEDO (ALAGOAS),-10.29,-36.58,24
BZ,83007,-,RIO DE JANEIRO -ALTO DA BOA VIST,-22.95,-43.27,347
BZ,83010,-,BRASILEIA,-11.02,-68.73,260
BZ,83011,-,BACACHERI (AEROPORTO),-25.4,-49.23,932
BZ,83013,-,MUNIZ FREIRE,-20.45,-41.4,530
BZ,83015,-,MARIA DA FE,-22.3,-45.38,1.276
BZ,83016,SBGM,GUAJARA MIRIM (AEROPORTO),10.78,-65.28,146
BZ,83032,-,LAMBARI,-21.97,-45.37,878
BZ,83033,-,PALMAS-TO,-10.18,-48.3,280
BZ,83034,-,ITARANA,-19.87,-40.87,245
BZ,83036,-,SAO SEBASTIAO,-23.8,-45.4,5
BZ,83037,-,CORONEL PACHECO,-21.58,-43.25,435
BZ,83038,-,ARACRUZ,-20.63,-40.73,65
BZ,83040,-,JACUTINGA,-22.2,-46.62,853
BZ,83043,-,ALFREDO CHAVES,-20.63,-40.75,110
BZ,83045,-,VENDA NOVA,-20.32,-41.17,750
BZ,83048,-,RIO BONITO,-22.7,-42.63,62
BZ,83049,-,AVELAR,-22.33,-43.42,507
BZ,83052,-,SANTA MONICA,-22.35,-43.7,364
BZ,83054,SBJR,JACAREPAGUA (AEROPORTO),22.97,-43.37,3
BZ,83055,SBPI,PICO COUTO,-22.45,-43.28,0
BZ,83057,-,MACAE - PESAGRO,-19.83,-41.76,0
BZ,83058,SBRQ,SAO ROQUE,23.52,-47.12,750
BZ,83060,-,PARAGUACU PAULISTA,-22.4,-50.57,548
BZ,83061,-,PONTE ALTA,-19.83,-42.63,450
BZ,83062,-,PALOTINA,-24.34,-53.83,371
BZ,83063,SBPN,PORTO NACIONAL (AEROPORTO),10.72,-48.38,265
BZ,83064,-,PORTO NACIONAL,-10.72,-48.42,239
BZ,83065,SBPJ,PALMAS-TO (AEROPORTO),10.28,-48.37,238
BZ,83066,-,SAO SEBASTIAO,-23.8,-45.42,5
BZ,83072,-,SANTA BARBARA,-20.15,-43.4,722
BZ,83074,-,SUZANO (MOGI DAS CRUZES),-23.53,-46.25,730
BZ,83075,-,GUARULHOS,-23.43,-46.47,735
BZ,83076,-,IBIPETUBA,-11.02,-44.52,450
BZ,83077,-,CAMPO TENENTE,-25.98,-49.68,0
BZ,83080,-,COLOMBO,-25.33,-49.23,915
BZ,83083,-,SERRA AZUL,-20.02,-44.35,765
BZ,83086,-,SANTA HELENA,-24.88,-54.38,240
BZ,83087,-,GRANJA JURITI,-22.3,-43.03,980
BZ,83088,-,SENHOR DO BONFIM,-10.47,-40.18,558
BZ,83089,-,MARICA,-22.92,-42.82,4
BZ,83090,-,MONTE SANTO,-10.43,-39.3,464
BZ,83095,SBAR,ARACAJU (AEROPORTO),10.97,-37.07,9
BZ,83096,-,ARACAJU,-10.95,-37.05,5
BZ,83097,-,PROPRIA,-10.2,-36.87,19
BZ,83098,-,CORURIPE,-10.15,-36.17,56
BZ,83100,-,CACOAL,-11.42,-61.5,305
BZ,83103,SBFS,CAMPOS DOS GOITACAZES,-22.02,-41.07,17
BZ,83111,-,VOLTA REDONDA,22.97,-43.37,375
BZ,83112,-,JUIZ DE FORA (AEROPORTO),-21.78,-43.38,911
BZ,83114,-,IGUABA GRANDE,-22.83,-42.18,5
BZ,83115,SBSC,SANTA CRUZ (BORTOLOMEU GUSMAO AERO),22.92,-43.72,3
BZ,83117,-,ILHA RASA,-23.07,-43.15,75
BZ,83118,-,BARBACENA (AEROPORTO),-21.27,-43.75,1.115
BZ,83156,SBSY,SANTA ISABEL DO MORRO,11.57,-50.67,197
BZ,83179,-,BARRA,-11.08,-43.17,402
BZ,83182,-,IRECE,-11.3,-41.87,747
BZ,83184,-,MORRO DO CHAPEU,-11.22,-41.22,1.005
BZ,83186,-,JACOBINA,-11.18,-40.47,484
BZ,83190,-,SERRINHA,-11.63,-38.97,359
BZ,83192,-,CIPO,-11.08,-38.52,145
BZ,83194,-,RIO REAL,-11.48,-37.93,163
BZ,83195,-,ITABAIANINHA,-11.12,-37.82,208
BZ,83200,-,FT PRINCIPE BEIRA,-12.42,-64.38,180
BZ,83208,SBVH,VILHENA (AEROPORTO),12.72,-60.12,612
BZ,83214,-,MATUPA,-10.25,-54.92,285
BZ,83218,-,RIO FERRO,-12.58,-54.75,480
BZ,83220,-,RIO XINGU,-12,-53.4,300
BZ,83221,-,FEIRA DE SANTANA,-12.18,-38.97,230
BZ,83222,-,CRUZ DAS ALMAS,-12.67,-39.08,225
BZ,83223,-,S F DO CONDE,-12.62,-38.67,80
BZ,83225,-,MATA DE S JOAO,-12.53,-38.3,28
BZ,83226,-,CAMACARI,-12.67,-38.32,48
BZ,83227,-,ITAPARICA,-12.87,-38.68,31
BZ,83228,-,PEIXE,-12.05,-48.35,247
BZ,83229,-,SALVADOR,-13,-38.5,51
BZ,83230,-,PITANGUEIRA,-12.97,-38.5,66
BZ,83231,-,PARANA,-12.55,-47.83,255
BZ,83235,-,TAGUATINGA,-12.4,-46.43,604
BZ,83236,-,BARREIRAS,-12.15,-45,439
BZ,83238,-,PARATINGA,-12.68,-43.2,422
BZ,83241,-,JUNDIAI,-23.2,-46.87,1.044
BZ,83242,-,LENCOIS,-12.57,-41.38,439
BZ,83244,-,ITABERABA,-12.55,-40.43,249
BZ,83248,SBSV,SALVADOR (AEROPORTO),12.9,-38.32,6
BZ,83249,-,ALAGOINHAS,-12.28,-38.55,131
BZ,83257,-,PORANGATU,-13.4,-49.16,366
BZ,83262,-,UTIARITI,-13.03,-58.23,386
BZ,83264,-,GLEBA CELESTE,-12.2,-56.5,415
BZ,83267,-,SAO JOSE DO RIO CLARO,-13.43,-56.72,350
BZ,83270,-,CANARANA,-13.5,-52.5,430
BZ,83286,-,CORRENTINA,-13.33,-44.62,587
BZ,83288,SBLP,BOM JESUS DA LAPA,13.27,-43.42,440
BZ,83289,-,BOM JESUS DA LAPA (AEROPORTO),-13.27,-43.42,439
BZ,83292,-,ITUACU,-13.82,-41.3,531
BZ,83295,-,ITIRUCU (JAGUAQUARA),-13.37,-39.95,755
BZ,83297,-,S ANTONIO JESUS,-12.97,-39.27,200
BZ,83302,-,ALCOMAT,-14.25,-59.25,690
BZ,83309,-,DIAMANTINO,-14.4,-56.45,286
BZ,83310,-,ROSARIO DO OESTE,-14.82,-56.42,260
BZ,83319,SBXV,NOVA XAVANTINA,14.68,-52.35,316
BZ,83321,-,ARUANA,-14.93,-51.04,249
BZ,83332,-,POSSE,-14.1,-46.37,825
BZ,83334,-,FORMOSO,-14.93,-46.25,840
BZ,83338,-,ESPINOSA,-14.92,-42.85,570
BZ,83339,-,CAETITE,-14.07,-42.48,882
BZ,83340,-,MONTALVANIA,-14.37,-44.45,560
BZ,83344,SBQV,VITORIA DA CONQUISTA,14.87,-40.87,874
BZ,83345,-,VITORIA DA CONQUISTA (AEROP.),-14.85,-40.85,915
BZ,83347,-,ITABUNA,-14.81,-39.29,60
BZ,83348,SBIL,ILHEUS,14.8,-39.02,60
BZ,83349,-,ILHEUS (AEROPORTO),14.8,-39.02,5
BZ,83350,-,GOIANESIA,-15.22,-49,651
BZ,83358,-,POXOREO,-15.83,-54.38,450
BZ,83359,SBBW,BARRA DO GARCAS,15.87,-52.37,350
BZ,83360,-,COXIPO DA PONTE,-15.6,-56.1,223
BZ,83361,-,CUIABA,-15.55,-56.12,151
BZ,83362,SBCY,CUIABA (AEROPORTO),15.65,-56.12,187
BZ,83363,-,SAO VICENTE,-15.82,-55.42,800
BZ,83364,-,PADRE RICARDO REMETTER,-15.78,-56.07,140
BZ,83365,-,SANGRADOURO,-15.63,-53.9,555
BZ,83368,-,ARAGARCAS,-15.9,-52.23,345
BZ,83373,-,RONCADOR,-15.93,-47.88,1.100
BZ,83374,-,GOIAS,-15.92,-50.13,512
BZ,83375,SBGA,GAMA,16.05,-48.03,700
BZ,83376,-,PIRENOPOLIS,-15.85,-48.97,730
BZ,83377,-,BRASILIA,-15.78,-47.93,1.159
BZ,83378,SBBR,BRASILIA (AEROPORTO),15.87,-47.92,1.061
BZ,83379,-,FORMOSA,-15.53,-47.33,912
BZ,83383,-,BURITIS,-15.62,-46.42,600
BZ,83384,-,ARINOS,-15.9,-46.05,519
BZ,83385,-,S FRANCISCO,-15.95,-44.87,446
BZ,83386,-,JANUARIA,-15.45,-44.37,473
BZ,83387,-,MECURI,-15.53,-53.08,416
BZ,83388,-,MONTE AZUL,-15.08,-42.75,603
BZ,83389,-,MOCAMBINHO,-15.08,-44.02,452
BZ,83393,-,PEDRA AZUL,-16,-41.28,648
BZ,83395,-,JANAUBA,-15.78,-43.3,516
BZ,83398,-,CANAVIEIRAS,-15.67,-38.95,5
BZ,83405,-,CACERES,-16.05,-57.68,118
BZ,83408,-,CARINHANHA,-14.28,-43.77,450
BZ,83409,-,GUIRATINGA,-16.33,-53.75,510
BZ,83410,-,RODONOPOLIS,-16.45,-54.57,284
BZ,83411,-,JUAZEIRO,-9.42,-40.5,371
BZ,83418,-,ANAPOLIS,-16.36,-48.93,1.110
BZ,83419,SBAN,ANAPOLIS (AEROPORTO),16.22,-48.97,1.137
BZ,83423,SBGO,GOIANIA,16.62,-49.22,741
BZ,83424,-,GOIANIA (AEROPORTO),16.62,-49.22,747
BZ,83427,-,LUZIANIA,-16.27,-47.95,964
BZ,83428,-,UNAI,-16.37,-46.55,460
BZ,83432,-,BONFINOPOLIS,-16.57,-45.93,740
BZ,83435,-,S ROMAO,-16.37,-45.07,460
BZ,83436,-,MONTES CLAROS (AEROPORTO),-16.7,-43.82,668
BZ,83437,SBMK,MONTES CLAROS,16.7,-43.82,646
BZ,83438,-,ENG. DOLABELA,-17.1,-43.8,633
BZ,83439,-,GRAO MOGOL,-16.58,-42.73,819
BZ,83440,-,MINAS NOVAS,-17.25,-42.62,921
BZ,83441,-,SALINAS,-16.18,-42.28,472
BZ,83442,-,ARACUAI,-16.83,-42.05,284
BZ,83444,-,JEQUITINHONHA,-16.44,-41.04,259
BZ,83446,-,GUARATINGA,-16.73,-39.55,194
BZ,83452,-,JURAMENTO,-16.78,-43.72,650
BZ,83460,SBPS,PORTO SEGURO (AEROPORTO),16.43,-39.07,51
BZ,83464,-,JATAI,-17.88,-51.72,662
BZ,83467,-,MINEIROS,-17.57,-52.55,800
BZ,83470,-,RIO VERDE,-17.92,-50.92,727
BZ,83479,-,PARACATU,-17.22,-46.88,711
BZ,83481,-,JOAO PINHEIRO,-17.7,-46.17,760
BZ,83483,-,PIRAPORA,-17.33,-44.92,505
BZ,83485,-,CARBONITA,-17.53,-43,736
BZ,83488,-,ITAMARANDIBA,-17.85,-42.85,1.097
BZ,83490,-,ITAMBACURI,-18.02,-41.02,285
BZ,83492,-,TEOFILO OTONI,-17.85,-41.52,356
BZ,83495,-,MUCURICI,-18.12,-40.5,290
BZ,83497,SBCV,CARAVELAS (AEROPORTO),17.62,-39.25,4
BZ,83498,-,CARAVELAS,-17.73,-39.25,3
BZ,83499,-,ABROLHOS,-17.97,-38.7,38
BZ,83500,-,SERRA DOS AIMOROS,-17.25,-40.25,202
BZ,83512,-,COXIM,-18.5,-54.77,287
BZ,83513,-,NHUMIRIM,-18.98,-56.65,89
BZ,83514,-,CAPINOPOLIS,-18.68,-49.57,620
BZ,83521,-,ITUIUTABA,-18.97,-49.52,560
BZ,83522,-,IPAMERI,-17.72,-48.17,752
BZ,83523,-,ITUMBIARA,-18.42,-49.22,449
BZ,83524,-,M A DE MINAS,-18.87,-48.87,756
BZ,83525,SBUL,UBERLANDIA (AEROPORTO),18.87,-48.22,943
BZ,83526,-,CATALAO,-18.18,-47.95,840
BZ,83527,-,UBERLANDIA,-18.92,-48.28,872
BZ,83531,-,PATOS DE MINAS,-18.52,-46.43,940
BZ,83533,-,BOM DESPACHO,-19.72,-45.37,695
BZ,83536,-,CURVELO,-18.77,-44.43,616
BZ,83538,-,DIAMANTINA,-18.25,-43.6,1.297
BZ,83539,-,PATROCINIO,-18.91,-46.98,984
BZ,83541,-,S J EVANGELISTA,-18.42,-47.78,662
BZ,83542,-,GUANHAES,-18.71,-42.84,797
BZ,83543,-,GOVERNADOR VALADARES,-18.85,-41.93,277
BZ,83546,-,ECOPORANGA,-18.37,-40.87,300
BZ,83548,-,CONCEICAO BARRA,-18.62,-39.67,4
BZ,83550,-,SAO MATEUS,-18.7,-39.85,25
BZ,83552,SBCR,CORUMBA,19,-57.67,130
BZ,83554,-,CORUMBA (AEROPORTO),-19,-57.67,142
BZ,83555,-,SAO GABRIEL DA PALHA,-19.02,-40.57,120
BZ,83557,-,BOA ESPERANCA,-18.53,-40.27,100
BZ,83565,-,PARANAIBA,-19.75,-51.18,331
BZ,83566,SBCF,CONFIS (AEROPORTO),19.63,-43.97,828
BZ,83570,-,POMPEU,-19.22,-45,691
BZ,83571,SBPR,BELO HORIZONTE (AEROP. C.PRATES),19.9,-43.98,927
BZ,83574,-,FRUTAL,-20.03,-48.93,543
BZ,83576,SBUR,UBERABA (AEROPORTO),19.77,-47.97,807
BZ,83577,-,UBERABA,-19.75,-47.92,743
BZ,83579,-,ARAXA,-19.6,-46.93,1.004
BZ,83581,-,FLORESTAL,-19.88,-44.42,753
BZ,83582,-,BAMBUI,-20,-45.98,661
BZ,83583,SBBH,BELO HORIZONTE (AEROP. PAMPULHA),19.85,-43.95,785
BZ,83586,-,SETE LAGOAS,-19.47,-44.25,732
BZ,83587,-,BELO HORIZONTE,19.63,-43.97,850
BZ,83588,SBLS,LAGOA SANTA,19.67,-43.88,852
BZ,83589,-,CONCEICAO DO MATO DENTRO,-19.03,-43.43,675
BZ,83590,-,ITABIRA,-19.62,-43.22,845
BZ,83591,-,JOAO MONLEVADE,-19.83,-43.12,859
BZ,83592,-,CARATINGA,-19.8,-42.15,609
BZ,83593,-,ACESITA,-19.52,-47.62,261
BZ,83594,-,USIMINAS (PARAISO),-19.48,-42.53,239
BZ,83595,-,AIMORES,-19.48,-41.07,83
BZ,83596,-,MARILANDIA,-19.4,-40.52,85
BZ,83597,-,LINHARES,-19.42,-40.07,28
BZ,83599,-,MOELA,-24.05,-46.27,100
BZ,83602,-,CONTAGEM,-19.9,-44.1,961
BZ,83605,-,M.A.CLARAS,-19.93,-43.93,1.065
BZ,83608,-,AQUIDAUANA,-20.47,-55.8,207
BZ,83609,-,SANTA FE DO SUL,-20.2,-50.92,402
BZ,83611,-,CAMPO GRANDE,-20.45,-54.62,530
BZ,83612,SBCG,CAMPO GRANDE (AEROPORTO),20.47,-54.67,567
BZ,83613,-,CORONEL FABRICIANO,-19.57,-42.47,210
BZ,83615,-,Agua Clara,-20.45,-52.88,
BZ,83616,-,PRESIDENTE PRUDENTE (AEROPORTO),-22.17,-51.42,450
BZ,83617,SBUP,URUBUPUNGA,20.8,-51.57,356
BZ,83618,-,TRES LAGOAS,-20.78,-51.7,313
BZ,83621,-,ANDRADINA,-20.92,-51.38,329
BZ,83623,-,VOTUPORANGA,-20.42,-49.98,503
BZ,83625,SBBT,BARRETOS,20.58,-48.6,541
BZ,83626,-,COLINA,-20.72,-48.55,589
BZ,83627,-,BEBEDOURO,-20.95,-48.48,601
BZ,83629,-,USINA JUNQUEIRA,-20,-47.77,560
BZ,83630,SBFC,FRANCA,-20.58,-47.43,1.026
BZ,83631,-,SAO SEBASTIAO DO PARAISO,-20.92,-47.12,820
BZ,83632,-,IBIRITE,-20.02,-44.05,814
BZ,83634,-,FURNAS,-20.7,-46.33,735
BZ,83635,-,DIVINOPOLIS,-20.17,-44.87,788
BZ,83636,-,BONSUCESSO,-21.03,-44.78,940
BZ,83637,-,OLIVEIRA,-20.68,-44.82,966
BZ,83638,-,OURO BRANCO,-20.5,-43.7,1.072
BZ,83639,-,CAPARAO,-20.52,-41.9,843
